Biračko mjesto:,municipality_ID,party,values
055A000,055,BPS - SEFER HALILOVIĆ,0
055A000,055,STRANKA ZA BOSNU I HERCEGOVINU,0
055A000,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
055A000,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A000,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A000,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
055A000,055,SDA - STRANKA DEMOKRATSKE AKCIJE,0
055A000,055,NARODNA STRANKA RADOM ZA BOLJITAK,0
055A000,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
055A000,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A000,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
055A000,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
055A000,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
055A000,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0
055A000,055,PARTIJA PRAVOG PUTA,0
055A000,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A000,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A000,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
055A001A,055,BPS - SEFER HALILOVIĆ,18
055A001A,055,STRANKA ZA BOSNU I HERCEGOVINU,32
055A001A,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,56
055A001A,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A001A,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A001A,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
055A001A,055,SDA - STRANKA DEMOKRATSKE AKCIJE,190
055A001A,055,NARODNA STRANKA RADOM ZA BOLJITAK,3
055A001A,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
055A001A,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A001A,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,2
055A001A,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
055A001A,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
055A001A,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,31
055A001A,055,PARTIJA PRAVOG PUTA,0
055A001A,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A001A,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A001A,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
055A001B,055,BPS - SEFER HALILOVIĆ,4
055A001B,055,STRANKA ZA BOSNU I HERCEGOVINU,27
055A001B,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,49
055A001B,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A001B,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A001B,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,1
055A001B,055,SDA - STRANKA DEMOKRATSKE AKCIJE,124
055A001B,055,NARODNA STRANKA RADOM ZA BOLJITAK,7
055A001B,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
055A001B,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A001B,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
055A001B,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
055A001B,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
055A001B,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,26
055A001B,055,PARTIJA PRAVOG PUTA,0
055A001B,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,2
055A001B,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A001B,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
055A001C,055,BPS - SEFER HALILOVIĆ,7
055A001C,055,STRANKA ZA BOSNU I HERCEGOVINU,48
055A001C,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,87
055A001C,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A001C,055,DEMOKRATSKA STRANKA INVALIDA BIH,1
055A001C,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
055A001C,055,SDA - STRANKA DEMOKRATSKE AKCIJE,220
055A001C,055,NARODNA STRANKA RADOM ZA BOLJITAK,4
055A001C,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
055A001C,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,1
055A001C,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
055A001C,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
055A001C,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
055A001C,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,29
055A001C,055,PARTIJA PRAVOG PUTA,0
055A001C,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A001C,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A001C,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
055A002A,055,BPS - SEFER HALILOVIĆ,6
055A002A,055,STRANKA ZA BOSNU I HERCEGOVINU,71
055A002A,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,84
055A002A,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A002A,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A002A,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,8
055A002A,055,SDA - STRANKA DEMOKRATSKE AKCIJE,184
055A002A,055,NARODNA STRANKA RADOM ZA BOLJITAK,6
055A002A,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
055A002A,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A002A,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
055A002A,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
055A002A,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
055A002A,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,67
055A002A,055,PARTIJA PRAVOG PUTA,1
055A002A,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A002A,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A002A,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
055A002B,055,BPS - SEFER HALILOVIĆ,4
055A002B,055,STRANKA ZA BOSNU I HERCEGOVINU,29
055A002B,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,46
055A002B,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A002B,055,DEMOKRATSKA STRANKA INVALIDA BIH,1
055A002B,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,1
055A002B,055,SDA - STRANKA DEMOKRATSKE AKCIJE,112
055A002B,055,NARODNA STRANKA RADOM ZA BOLJITAK,26
055A002B,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
055A002B,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A002B,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
055A002B,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
055A002B,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
055A002B,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,36
055A002B,055,PARTIJA PRAVOG PUTA,0
055A002B,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
055A002B,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A002B,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
055A003,055,BPS - SEFER HALILOVIĆ,13
055A003,055,STRANKA ZA BOSNU I HERCEGOVINU,105
055A003,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,60
055A003,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,1
055A003,055,DEMOKRATSKA STRANKA INVALIDA BIH,10
055A003,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,4
055A003,055,SDA - STRANKA DEMOKRATSKE AKCIJE,159
055A003,055,NARODNA STRANKA RADOM ZA BOLJITAK,34
055A003,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
055A003,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A003,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
055A003,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
055A003,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,5
055A003,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,39
055A003,055,PARTIJA PRAVOG PUTA,0
055A003,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A003,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
055A003,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
055A004,055,BPS - SEFER HALILOVIĆ,2
055A004,055,STRANKA ZA BOSNU I HERCEGOVINU,51
055A004,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,53
055A004,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,3
055A004,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A004,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,1
055A004,055,SDA - STRANKA DEMOKRATSKE AKCIJE,252
055A004,055,NARODNA STRANKA RADOM ZA BOLJITAK,4
055A004,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,5
055A004,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A004,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
055A004,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
055A004,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
055A004,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,26
055A004,055,PARTIJA PRAVOG PUTA,0
055A004,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
055A004,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A004,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
055A005,055,BPS - SEFER HALILOVIĆ,3
055A005,055,STRANKA ZA BOSNU I HERCEGOVINU,51
055A005,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,109
055A005,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A005,055,DEMOKRATSKA STRANKA INVALIDA BIH,2
055A005,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,3
055A005,055,SDA - STRANKA DEMOKRATSKE AKCIJE,134
055A005,055,NARODNA STRANKA RADOM ZA BOLJITAK,17
055A005,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,2
055A005,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A005,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
055A005,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
055A005,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,4
055A005,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,38
055A005,055,PARTIJA PRAVOG PUTA,0
055A005,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A005,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A005,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
055A006,055,BPS - SEFER HALILOVIĆ,6
055A006,055,STRANKA ZA BOSNU I HERCEGOVINU,25
055A006,055,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,16
055A006,055,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
055A006,055,DEMOKRATSKA STRANKA INVALIDA BIH,0
055A006,055,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,3
055A006,055,SDA - STRANKA DEMOKRATSKE AKCIJE,144
055A006,055,NARODNA STRANKA RADOM ZA BOLJITAK,5
055A006,055,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,2
055A006,055,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
055A006,055,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
055A006,055,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
055A006,055,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,4
055A006,055,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,32
055A006,055,PARTIJA PRAVOG PUTA,0
055A006,055,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
055A006,055,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
055A006,055,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
078A000,078,BPS - SEFER HALILOVIĆ,0
078A000,078,STRANKA ZA BOSNU I HERCEGOVINU,0
078A000,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
078A000,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
078A000,078,DEMOKRATSKA STRANKA INVALIDA BIH,0
078A000,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
078A000,078,SDA - STRANKA DEMOKRATSKE AKCIJE,0
078A000,078,NARODNA STRANKA RADOM ZA BOLJITAK,0
078A000,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
078A000,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
078A000,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
078A000,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
078A000,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
078A000,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0
078A000,078,PARTIJA PRAVOG PUTA,0
078A000,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
078A000,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
078A000,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
078A001,078,BPS - SEFER HALILOVIĆ,7
078A001,078,STRANKA ZA BOSNU I HERCEGOVINU,15
078A001,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,255
078A001,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,4
078A001,078,DEMOKRATSKA STRANKA INVALIDA BIH,1
078A001,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,4
078A001,078,SDA - STRANKA DEMOKRATSKE AKCIJE,288
078A001,078,NARODNA STRANKA RADOM ZA BOLJITAK,3
078A001,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
078A001,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
078A001,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
078A001,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
078A001,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
078A001,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,27
078A001,078,PARTIJA PRAVOG PUTA,2
078A001,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
078A001,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
078A001,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,4
078A002,078,BPS - SEFER HALILOVIĆ,6
078A002,078,STRANKA ZA BOSNU I HERCEGOVINU,17
078A002,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,254
078A002,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,9
078A002,078,DEMOKRATSKA STRANKA INVALIDA BIH,0
078A002,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,3
078A002,078,SDA - STRANKA DEMOKRATSKE AKCIJE,261
078A002,078,NARODNA STRANKA RADOM ZA BOLJITAK,2
078A002,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,2
078A002,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,5
078A002,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,2
078A002,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
078A002,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
078A002,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,34
078A002,078,PARTIJA PRAVOG PUTA,1
078A002,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,2
078A002,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
078A002,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
078A003,078,BPS - SEFER HALILOVIĆ,15
078A003,078,STRANKA ZA BOSNU I HERCEGOVINU,13
078A003,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,207
078A003,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2
078A003,078,DEMOKRATSKA STRANKA INVALIDA BIH,0
078A003,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,4
078A003,078,SDA - STRANKA DEMOKRATSKE AKCIJE,235
078A003,078,NARODNA STRANKA RADOM ZA BOLJITAK,1
078A003,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,7
078A003,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
078A003,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
078A003,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
078A003,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
078A003,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,32
078A003,078,PARTIJA PRAVOG PUTA,0
078A003,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,2
078A003,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
078A003,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,3
078A004,078,BPS - SEFER HALILOVIĆ,7
078A004,078,STRANKA ZA BOSNU I HERCEGOVINU,11
078A004,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,226
078A004,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,7
078A004,078,DEMOKRATSKA STRANKA INVALIDA BIH,5
078A004,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,1
078A004,078,SDA - STRANKA DEMOKRATSKE AKCIJE,210
078A004,078,NARODNA STRANKA RADOM ZA BOLJITAK,1
078A004,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,4
078A004,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,3
078A004,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
078A004,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
078A004,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,4
078A004,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,38
078A004,078,PARTIJA PRAVOG PUTA,1
078A004,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,2
078A004,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
078A004,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
078A005,078,BPS - SEFER HALILOVIĆ,3
078A005,078,STRANKA ZA BOSNU I HERCEGOVINU,17
078A005,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,160
078A005,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,5
078A005,078,DEMOKRATSKA STRANKA INVALIDA BIH,0
078A005,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
078A005,078,SDA - STRANKA DEMOKRATSKE AKCIJE,114
078A005,078,NARODNA STRANKA RADOM ZA BOLJITAK,1
078A005,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,5
078A005,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,3
078A005,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
078A005,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
078A005,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
078A005,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,23
078A005,078,PARTIJA PRAVOG PUTA,0
078A005,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
078A005,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
078A005,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
078A006,078,BPS - SEFER HALILOVIĆ,7
078A006,078,STRANKA ZA BOSNU I HERCEGOVINU,8
078A006,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,173
078A006,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,1
078A006,078,DEMOKRATSKA STRANKA INVALIDA BIH,0
078A006,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,6
078A006,078,SDA - STRANKA DEMOKRATSKE AKCIJE,161
078A006,078,NARODNA STRANKA RADOM ZA BOLJITAK,2
078A006,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,2
078A006,078,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,2
078A006,078,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
078A006,078,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
078A006,078,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
078A006,078,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,39
078A006,078,PARTIJA PRAVOG PUTA,0
078A006,078,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
078A006,078,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
078A006,078,KOALICIJA PREOKRET: GDS BIH I NEP BIH,3
078A007,078,BPS - SEFER HALILOVIĆ,0
078A007,078,STRANKA ZA BOSNU I HERCEGOVINU,11
078A007,078,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,193
078A007,078,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
078A007,078,DEMOKRATSKA STRANKA INVALIDA BIH,2
078A007,078,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,3
078A007,078,SDA - STRANKA DEMOKRATSKE AKCIJE,306
078A007,078,NARODNA STRANKA RADOM ZA BOLJITAK,0
078A007,078,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
