Biračko mjesto:,municipality_ID,party,values
133A038,133,DEMOKRATSKA STRANKA INVALIDA BIH,5
133A038,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,17
133A038,133,SDA - STRANKA DEMOKRATSKE AKCIJE,41
133A038,133,NARODNA STRANKA RADOM ZA BOLJITAK,3
133A038,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,6
133A038,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,12
133A038,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,6
133A038,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A038,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
133A038,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A038,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,74
133A038,133,PARTIJA PRAVOG PUTA,0
133A038,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,8
133A038,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
133A038,133,HSS - NHI,0
133A038,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A038,133,STRANKA KOKUZA - SKOK,13
133A039,133,BPS - SEFER HALILOVIĆ,5
133A039,133,STRANKA ZA BOSNU I HERCEGOVINU,22
133A039,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,122
133A039,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,8
133A039,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A039,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A039,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,7
133A039,133,SDA - STRANKA DEMOKRATSKE AKCIJE,59
133A039,133,NARODNA STRANKA RADOM ZA BOLJITAK,6
133A039,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,7
133A039,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,1
133A039,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,17
133A039,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A039,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
133A039,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A039,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,68
133A039,133,PARTIJA PRAVOG PUTA,0
133A039,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,9
133A039,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,3
133A039,133,HSS - NHI,0
133A039,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A039,133,STRANKA KOKUZA - SKOK,9
133A040,133,BPS - SEFER HALILOVIĆ,13
133A040,133,STRANKA ZA BOSNU I HERCEGOVINU,28
133A040,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,117
133A040,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,9
133A040,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A040,133,DEMOKRATSKA STRANKA INVALIDA BIH,1
133A040,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,14
133A040,133,SDA - STRANKA DEMOKRATSKE AKCIJE,47
133A040,133,NARODNA STRANKA RADOM ZA BOLJITAK,5
133A040,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,10
133A040,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,7
133A040,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7
133A040,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A040,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,5
133A040,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,2
133A040,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,104
133A040,133,PARTIJA PRAVOG PUTA,3
133A040,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,11
133A040,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
133A040,133,HSS - NHI,3
133A040,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,7
133A040,133,STRANKA KOKUZA - SKOK,16
133A041,133,BPS - SEFER HALILOVIĆ,10
133A041,133,STRANKA ZA BOSNU I HERCEGOVINU,26
133A041,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,115
133A041,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,6
133A041,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A041,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A041,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,8
133A041,133,SDA - STRANKA DEMOKRATSKE AKCIJE,37
133A041,133,NARODNA STRANKA RADOM ZA BOLJITAK,4
133A041,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,8
133A041,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,8
133A041,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,17
133A041,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A041,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A041,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A041,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,89
133A041,133,PARTIJA PRAVOG PUTA,3
133A041,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,13
133A041,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
133A041,133,HSS - NHI,2
133A041,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
133A041,133,STRANKA KOKUZA - SKOK,11
133A042,133,BPS - SEFER HALILOVIĆ,9
133A042,133,STRANKA ZA BOSNU I HERCEGOVINU,18
133A042,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,138
133A042,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,15
133A042,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A042,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A042,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,14
133A042,133,SDA - STRANKA DEMOKRATSKE AKCIJE,38
133A042,133,NARODNA STRANKA RADOM ZA BOLJITAK,5
133A042,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,14
133A042,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,7
133A042,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,10
133A042,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A042,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
133A042,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
133A042,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,79
133A042,133,PARTIJA PRAVOG PUTA,2
133A042,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,12
133A042,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,2
133A042,133,HSS - NHI,2
133A042,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
133A042,133,STRANKA KOKUZA - SKOK,7
133A043,133,BPS - SEFER HALILOVIĆ,7
133A043,133,STRANKA ZA BOSNU I HERCEGOVINU,16
133A043,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,113
133A043,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,6
133A043,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A043,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A043,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,8
133A043,133,SDA - STRANKA DEMOKRATSKE AKCIJE,30
133A043,133,NARODNA STRANKA RADOM ZA BOLJITAK,7
133A043,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,10
133A043,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,4
133A043,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7
133A043,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A043,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A043,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
133A043,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,74
133A043,133,PARTIJA PRAVOG PUTA,1
133A043,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,14
133A043,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,4
133A043,133,HSS - NHI,2
133A043,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A043,133,STRANKA KOKUZA - SKOK,12
133A044,133,BPS - SEFER HALILOVIĆ,42
133A044,133,STRANKA ZA BOSNU I HERCEGOVINU,32
133A044,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,159
133A044,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,7
133A044,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A044,133,DEMOKRATSKA STRANKA INVALIDA BIH,7
133A044,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,17
133A044,133,SDA - STRANKA DEMOKRATSKE AKCIJE,43
133A044,133,NARODNA STRANKA RADOM ZA BOLJITAK,11
133A044,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,15
133A044,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,5
133A044,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,12
133A044,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A044,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A044,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A044,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,85
133A044,133,PARTIJA PRAVOG PUTA,6
133A044,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,18
133A044,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,3
133A044,133,HSS - NHI,2
133A044,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
133A044,133,STRANKA KOKUZA - SKOK,15
133A045,133,BPS - SEFER HALILOVIĆ,22
133A045,133,STRANKA ZA BOSNU I HERCEGOVINU,37
133A045,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,125
133A045,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,4
133A045,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A045,133,DEMOKRATSKA STRANKA INVALIDA BIH,4
133A045,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,10
133A045,133,SDA - STRANKA DEMOKRATSKE AKCIJE,38
133A045,133,NARODNA STRANKA RADOM ZA BOLJITAK,9
133A045,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,9
133A045,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,8
133A045,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,5
133A045,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A045,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
133A045,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
133A045,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,78
133A045,133,PARTIJA PRAVOG PUTA,0
133A045,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,15
133A045,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
133A045,133,HSS - NHI,0
133A045,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
133A045,133,STRANKA KOKUZA - SKOK,20
133A046,133,BPS - SEFER HALILOVIĆ,14
133A046,133,STRANKA ZA BOSNU I HERCEGOVINU,15
133A046,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,133
133A046,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,16
133A046,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A046,133,DEMOKRATSKA STRANKA INVALIDA BIH,1
133A046,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,12
133A046,133,SDA - STRANKA DEMOKRATSKE AKCIJE,35
133A046,133,NARODNA STRANKA RADOM ZA BOLJITAK,17
133A046,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,14
133A046,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,6
133A046,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7
133A046,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
133A046,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
133A046,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A046,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,67
133A046,133,PARTIJA PRAVOG PUTA,1
133A046,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,11
133A046,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,4
133A046,133,HSS - NHI,1
133A046,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
133A046,133,STRANKA KOKUZA - SKOK,16
133A047,133,BPS - SEFER HALILOVIĆ,15
133A047,133,STRANKA ZA BOSNU I HERCEGOVINU,27
133A047,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,140
133A047,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,7
133A047,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A047,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A047,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,7
133A047,133,SDA - STRANKA DEMOKRATSKE AKCIJE,43
133A047,133,NARODNA STRANKA RADOM ZA BOLJITAK,22
133A047,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,13
133A047,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,9
133A047,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,16
133A047,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,4
133A047,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A047,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A047,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,117
133A047,133,PARTIJA PRAVOG PUTA,2
133A047,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,15
133A047,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
133A047,133,HSS - NHI,0
133A047,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A047,133,STRANKA KOKUZA - SKOK,17
133A048,133,BPS - SEFER HALILOVIĆ,16
133A048,133,STRANKA ZA BOSNU I HERCEGOVINU,32
133A048,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,105
133A048,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,10
133A048,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A048,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A048,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,11
133A048,133,SDA - STRANKA DEMOKRATSKE AKCIJE,51
133A048,133,NARODNA STRANKA RADOM ZA BOLJITAK,14
133A048,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,8
133A048,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,2
133A048,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,6
133A048,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
133A048,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A048,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
133A048,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,61
133A048,133,PARTIJA PRAVOG PUTA,1
133A048,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,16
133A048,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
133A048,133,HSS - NHI,0
133A048,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A048,133,STRANKA KOKUZA - SKOK,14
133A049,133,BPS - SEFER HALILOVIĆ,8
133A049,133,STRANKA ZA BOSNU I HERCEGOVINU,36
133A049,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,112
133A049,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,6
133A049,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A049,133,DEMOKRATSKA STRANKA INVALIDA BIH,1
133A049,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,7
133A049,133,SDA - STRANKA DEMOKRATSKE AKCIJE,36
133A049,133,NARODNA STRANKA RADOM ZA BOLJITAK,22
133A049,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,8
133A049,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,7
133A049,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,8
133A049,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
133A049,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
133A049,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,2
133A049,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,63
133A049,133,PARTIJA PRAVOG PUTA,1
133A049,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,23
133A049,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
133A049,133,HSS - NHI,1
133A049,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A049,133,STRANKA KOKUZA - SKOK,12
133A050,133,BPS - SEFER HALILOVIĆ,10
133A050,133,STRANKA ZA BOSNU I HERCEGOVINU,35
133A050,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,123
133A050,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,15
133A050,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A050,133,DEMOKRATSKA STRANKA INVALIDA BIH,3
133A050,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,21
133A050,133,SDA - STRANKA DEMOKRATSKE AKCIJE,48
133A050,133,NARODNA STRANKA RADOM ZA BOLJITAK,11
133A050,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,11
133A050,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,4
133A050,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7
133A050,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A050,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
133A050,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A050,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,60
133A050,133,PARTIJA PRAVOG PUTA,2
133A050,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,16
133A050,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
133A050,133,HSS - NHI,0
133A050,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
133A050,133,STRANKA KOKUZA - SKOK,15
133A051,133,BPS - SEFER HALILOVIĆ,23
133A051,133,STRANKA ZA BOSNU I HERCEGOVINU,32
133A051,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,148
133A051,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,10
133A051,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A051,133,DEMOKRATSKA STRANKA INVALIDA BIH,0
133A051,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,11
133A051,133,SDA - STRANKA DEMOKRATSKE AKCIJE,52
133A051,133,NARODNA STRANKA RADOM ZA BOLJITAK,13
133A051,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,11
133A051,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,8
133A051,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,5
133A051,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A051,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
133A051,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A051,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,75
133A051,133,PARTIJA PRAVOG PUTA,2
133A051,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,20
133A051,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
133A051,133,HSS - NHI,0
133A051,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
133A051,133,STRANKA KOKUZA - SKOK,13
133A052,133,BPS - SEFER HALILOVIĆ,19
133A052,133,STRANKA ZA BOSNU I HERCEGOVINU,20
133A052,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,108
133A052,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,13
133A052,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
133A052,133,DEMOKRATSKA STRANKA INVALIDA BIH,3
133A052,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,10
133A052,133,SDA - STRANKA DEMOKRATSKE AKCIJE,34
133A052,133,NARODNA STRANKA RADOM ZA BOLJITAK,4
133A052,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,8
133A052,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,2
133A052,133,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,7
133A052,133,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
133A052,133,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
133A052,133,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
133A052,133,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,70
133A052,133,PARTIJA PRAVOG PUTA,0
133A052,133,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,8
133A052,133,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
133A052,133,HSS - NHI,3
133A052,133,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
133A052,133,STRANKA KOKUZA - SKOK,15
133A053,133,BPS - SEFER HALILOVIĆ,15
133A053,133,STRANKA ZA BOSNU I HERCEGOVINU,29
133A053,133,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,110
133A053,133,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,7
133A053,133,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1
133A053,133,DEMOKRATSKA STRANKA INVALIDA BIH,1
133A053,133,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,17
133A053,133,SDA - STRANKA DEMOKRATSKE AKCIJE,46
133A053,133,NARODNA STRANKA RADOM ZA BOLJITAK,8
133A053,133,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,18
133A053,133,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,7
