Election,Election Unit,Type,Party,Votes
president_rs,600,ODUSTVO,DELIBAJRIĆ AGAN - BPS - SEFER HALILOVIĆ,147
president_rs,600,ODUSTVO,MURSELOVIĆ MUHAREM - STRANKA ZA BOSNU I HERCEGOVINU,460
president_rs,600,ODUSTVO,SULJKANOVIĆ ENES - SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,523
president_rs,600,ODUSTVO,KAMENJAŠEVIĆ IVO - HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,38
president_rs,600,ODUSTVO,HAFIZOVIĆ ŠEVKET - SDA - STRANKA DEMOKRATSKE AKCIJE,2155
president_rs,600,ODUSTVO,KRNDELJ IVAN - HSS - NHI,9
president_rs,600,ODUSTVO,МРГАН ДРАГАН - NARODNA STRANKA RADOM ZA BOLJITAK,26
president_rs,600,ODUSTVO,ВЛАЈКИ ЕМИЛ - НАРОДНА ДЕМОКРАТСКА СТРАНКА,24
president_rs,600,ODUSTVO,DRAGIČEVIĆ SLAVKO - SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,15
president_rs,600,ODUSTVO,ЂУРЂЕВИЋ ДРАГАН - СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,22
president_rs,600,ODUSTVO,HAMIDOVIĆ BESIM - STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,110
president_rs,600,ODUSTVO,КАЛИНИЋ ДРАГАН - САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,15
president_rs,600,ODUSTVO,NUKIĆ SADMIR - SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,500
president_rs,600,ODUSTVO,МАТИЋ ГОРАН - МАТИЋ ГОРАН - НЕЗАВИСНИ КАНДИДАТ,8
president_rs,600,ODUSTVO,ТАДИЋ ОГЊЕН - КОАЛИЦИJА ЗАJЕДНО ЗА СРПСКУ,806
president_rs,600,ODUSTVO,ДОДИК МИЛОРАД - СНСД - ДНС - СП,1256
president_rs,600,ODUSTVO,MATIĆ ŽELJKO - HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,16
president_rs,600,ODUSTVO,SULEJMANOVIĆ BEGO - LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,46
president_rs,600,ODUSTVO,KNEŽEVIĆ LJILJANA - KOALICIJA PREOKRET: GDS BIH I NEP BIH,14
president_rs,600,POTVRÐENI,DELIBAJRIĆ AGAN - BPS - SEFER HALILOVIĆ,1
president_rs,600,POTVRÐENI,MURSELOVIĆ MUHAREM - STRANKA ZA BOSNU I HERCEGOVINU,24
president_rs,600,POTVRÐENI,SULJKANOVIĆ ENES - SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,19
president_rs,600,POTVRÐENI,KAMENJAŠEVIĆ IVO - HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,54
president_rs,600,POTVRÐENI,HAFIZOVIĆ ŠEVKET - SDA - STRANKA DEMOKRATSKE AKCIJE,12
president_rs,600,POTVRÐENI,KRNDELJ IVAN - HSS - NHI,5
president_rs,600,POTVRÐENI,МРГАН ДРАГАН - NARODNA STRANKA RADOM ZA BOLJITAK,0
president_rs,600,POTVRÐENI,ВЛАЈКИ ЕМИЛ - НАРОДНА ДЕМОКРАТСКА СТРАНКА,0
president_rs,600,POTVRÐENI,DRAGIČEVIĆ SLAVKO - SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
president_rs,600,POTVRÐENI,ЂУРЂЕВИЋ ДРАГАН - СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,3
president_rs,600,POTVRÐENI,HAMIDOVIĆ BESIM - STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
president_rs,600,POTVRÐENI,КАЛИНИЋ ДРАГАН - САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,1
president_rs,600,POTVRÐENI,NUKIĆ SADMIR - SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,2
president_rs,600,POTVRÐENI,МАТИЋ ГОРАН - МАТИЋ ГОРАН - НЕЗАВИСНИ КАНДИДАТ,0
president_rs,600,POTVRÐENI,ТАДИЋ ОГЊЕН - КОАЛИЦИJА ЗАJЕДНО ЗА СРПСКУ,50
president_rs,600,POTVRÐENI,ДОДИК МИЛОРАД - СНСД - ДНС - СП,77
president_rs,600,POTVRÐENI,MATIĆ ŽELJKO - HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,3
president_rs,600,POTVRÐENI,SULEJMANOVIĆ BEGO - LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
president_rs,600,POTVRÐENI,KNEŽEVIĆ LJILJANA - KOALICIJA PREOKRET: GDS BIH I NEP BIH,5
parliament_fbih,412,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,60
parliament_fbih,412,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,28
parliament_fbih,412,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,60
parliament_fbih,412,POŠTOM,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,6
parliament_fbih,412,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,242
parliament_fbih,412,POŠTOM,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,6
parliament_fbih,412,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,58
parliament_fbih,412,POŠTOM,STRANKA KOKUZA - SKOK,4
parliament_fbih,412,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,5
parliament_fbih,412,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,51
parliament_fbih,412,POŠTOM,HSS - NHI,7
parliament_fbih,412,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,56
parliament_fbih,412,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,7
parliament_fbih,412,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,6
parliament_fbih,412,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,11
parliament_fbih,412,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,7
parliament_fbih,412,ODUSTVO,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,60
parliament_fbih,412,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,223
parliament_fbih,412,ODUSTVO,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
parliament_fbih,412,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,5
parliament_fbih,412,ODUSTVO,STRANKA KOKUZA - SKOK,3
parliament_fbih,412,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,6
parliament_fbih,412,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,35
parliament_fbih,412,ODUSTVO,HSS - NHI,2
parliament_fbih,412,ODUSTVO,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,18
parliament_fbih,412,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,1
parliament_fbih,412,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,0
parliament_fbih,412,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,1
parliament_fbih,412,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,2
parliament_fbih,412,POTVRÐENI,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,0
parliament_fbih,412,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,6
parliament_fbih,412,POTVRÐENI,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
parliament_fbih,412,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,2
parliament_fbih,412,POTVRÐENI,STRANKA KOKUZA - SKOK,0
parliament_fbih,412,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
parliament_fbih,412,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,3
parliament_fbih,412,POTVRÐENI,HSS - NHI,0
parliament_fbih,412,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,6
parliament_fbih,412,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,4
parliament_fbih,411,POŠTOM,BPS - SEFER HALILOVIĆ,42
parliament_fbih,411,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,235
parliament_fbih,411,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,209
parliament_fbih,411,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,1
parliament_fbih,411,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,13
parliament_fbih,411,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,121
parliament_fbih,411,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,5
parliament_fbih,411,POŠTOM,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,24
parliament_fbih,411,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,11
parliament_fbih,411,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,151
parliament_fbih,411,POŠTOM,STRANKA KOKUZA - SKOK,10
parliament_fbih,411,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,46
parliament_fbih,411,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,10
parliament_fbih,411,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,3
parliament_fbih,411,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,23
parliament_fbih,411,POŠTOM,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
parliament_fbih,411,POŠTOM,HSS - NHI,2
parliament_fbih,411,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,7
parliament_fbih,411,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,3
parliament_fbih,411,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,8
parliament_fbih,411,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
parliament_fbih,411,POŠTOM,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
parliament_fbih,411,POŠTOM,PARTIJA PRAVOG PUTA,2
parliament_fbih,411,ODUSTVO,BPS - SEFER HALILOVIĆ,27
parliament_fbih,411,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,101
parliament_fbih,411,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,224
parliament_fbih,411,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,6
parliament_fbih,411,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,9
parliament_fbih,411,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,130
parliament_fbih,411,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,13
parliament_fbih,411,ODUSTVO,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,12
parliament_fbih,411,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
parliament_fbih,411,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,123
parliament_fbih,411,ODUSTVO,STRANKA KOKUZA - SKOK,15
parliament_fbih,411,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,18
parliament_fbih,411,ODUSTVO,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,6
parliament_fbih,411,ODUSTVO,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
parliament_fbih,411,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,15
parliament_fbih,411,ODUSTVO,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
parliament_fbih,411,ODUSTVO,HSS - NHI,7
parliament_fbih,411,ODUSTVO,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,2
parliament_fbih,411,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,24
parliament_fbih,411,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,48
parliament_fbih,411,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
parliament_fbih,411,ODUSTVO,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
parliament_fbih,411,ODUSTVO,PARTIJA PRAVOG PUTA,4
parliament_fbih,411,POTVRÐENI,BPS - SEFER HALILOVIĆ,0
parliament_fbih,411,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,0
parliament_fbih,411,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,2
parliament_fbih,411,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
parliament_fbih,411,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
parliament_fbih,411,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,1
parliament_fbih,411,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
parliament_fbih,411,POTVRÐENI,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
parliament_fbih,411,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
parliament_fbih,411,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,2
parliament_fbih,411,POTVRÐENI,STRANKA KOKUZA - SKOK,0
parliament_fbih,411,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,4
parliament_fbih,411,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
parliament_fbih,411,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
parliament_fbih,411,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
parliament_fbih,411,POTVRÐENI,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
parliament_fbih,411,POTVRÐENI,HSS - NHI,0
parliament_fbih,411,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0
parliament_fbih,411,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,0
parliament_fbih,411,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,2
parliament_fbih,411,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
parliament_fbih,411,POTVRÐENI,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
parliament_fbih,411,POTVRÐENI,PARTIJA PRAVOG PUTA,0
parliament_fbih,410,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,30
parliament_fbih,410,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,5
parliament_fbih,410,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,28
parliament_fbih,410,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,44
parliament_fbih,410,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,4
parliament_fbih,410,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
parliament_fbih,410,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,3
parliament_fbih,410,POŠTOM,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,2
parliament_fbih,410,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
parliament_fbih,410,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,5
parliament_fbih,410,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,59
parliament_fbih,410,ODUSTVO,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,9
parliament_fbih,410,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,17
parliament_fbih,410,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
parliament_fbih,410,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
parliament_fbih,410,ODUSTVO,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,0
parliament_fbih,410,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
parliament_fbih,410,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
parliament_fbih,410,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,10
parliament_fbih,410,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,9
parliament_fbih,410,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,2
parliament_fbih,410,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
parliament_fbih,410,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
parliament_fbih,410,POTVRÐENI,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,0
parliament_fbih,409,POŠTOM,BPS - SEFER HALILOVIĆ,39
parliament_fbih,409,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,277
parliament_fbih,409,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,368
parliament_fbih,409,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,3
parliament_fbih,409,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,10
parliament_fbih,409,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,211
parliament_fbih,409,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,4
parliament_fbih,409,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
parliament_fbih,409,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,118
parliament_fbih,409,POŠTOM,STRANKA KOKUZA - SKOK,4
parliament_fbih,409,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,44
parliament_fbih,409,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,2
parliament_fbih,409,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,123
parliament_fbih,409,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,38
parliament_fbih,409,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,9
parliament_fbih,409,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,6
parliament_fbih,409,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
parliament_fbih,409,POŠTOM,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
parliament_fbih,409,ODUSTVO,BPS - SEFER HALILOVIĆ,11
parliament_fbih,409,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,31
parliament_fbih,409,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,79
parliament_fbih,409,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,0
parliament_fbih,409,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
parliament_fbih,409,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,123
parliament_fbih,409,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,85
parliament_fbih,409,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
parliament_fbih,409,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,48
parliament_fbih,409,ODUSTVO,STRANKA KOKUZA - SKOK,2
parliament_fbih,409,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,5
parliament_fbih,409,ODUSTVO,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
parliament_fbih,409,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,169
parliament_fbih,409,ODUSTVO,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,58
parliament_fbih,409,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,11
parliament_fbih,409,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,6
parliament_fbih,409,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
parliament_fbih,409,ODUSTVO,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
parliament_fbih,409,POTVRÐENI,BPS - SEFER HALILOVIĆ,0
parliament_fbih,409,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,0
parliament_fbih,409,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,1
parliament_fbih,409,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
parliament_fbih,409,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
parliament_fbih,409,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,1
parliament_fbih,409,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
parliament_fbih,409,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
parliament_fbih,409,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0
parliament_fbih,409,POTVRÐENI,STRANKA KOKUZA - SKOK,0
parliament_fbih,409,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
parliament_fbih,409,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
parliament_fbih,409,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,13
parliament_fbih,409,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,3
parliament_fbih,409,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,1
parliament_fbih,409,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
parliament_fbih,409,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
parliament_fbih,409,POTVRÐENI,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
parliament_fbih,408,POŠTOM,BPS - SEFER HALILOVIĆ,13
parliament_fbih,408,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,168
parliament_fbih,408,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,191
parliament_fbih,408,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,0
parliament_fbih,408,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,11
parliament_fbih,408,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,166
parliament_fbih,408,POŠTOM,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1
parliament_fbih,408,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,7
parliament_fbih,408,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,146
parliament_fbih,408,POŠTOM,STRANKA KOKUZA - SKOK,13
parliament_fbih,408,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,15
parliament_fbih,408,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,233
parliament_fbih,408,POŠTOM,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
parliament_fbih,408,POŠTOM,HSS - NHI,30
parliament_fbih,408,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,76
parliament_fbih,408,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,7
parliament_fbih,408,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
parliament_fbih,408,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
parliament_fbih,408,POŠTOM,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
parliament_fbih,408,ODUSTVO,BPS - SEFER HALILOVIĆ,2
parliament_fbih,408,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,38
parliament_fbih,408,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,59
parliament_fbih,408,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,6
parliament_fbih,408,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,5
parliament_fbih,408,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,81
parliament_fbih,408,ODUSTVO,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,3
parliament_fbih,408,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
