Election,Election Unit,Type,Party,Votes
kanton,209,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,0
kanton,209,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,5
kanton,209,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,209,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
kanton,209,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,3
kanton,209,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
kanton,209,POTVRÐENI,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
kanton,209,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
kanton,209,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,1
kanton,209,POTVRÐENI,STRANKA KOKUZA - SKOK,0
kanton,209,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,5
kanton,209,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,209,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
kanton,209,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0
kanton,209,POTVRÐENI,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,209,POTVRÐENI,HSS - NHI,0
kanton,209,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0
kanton,209,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,0
kanton,209,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
kanton,209,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,209,POTVRÐENI,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0
kanton,209,POTVRÐENI,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,209,POTVRÐENI,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
kanton,209,POTVRÐENI,PARTIJA PRAVOG PUTA,0
kanton,209,POTVRÐENI,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,209,POTVRÐENI,СРПСКА ЛИСТА ЗА САРАЈЕВО - ПДП - СДС - ДП,0
kanton,208,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,34
kanton,208,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,208,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,208,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,29
kanton,208,POŠTOM,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,3
kanton,208,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,5
kanton,208,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
kanton,208,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,208,POŠTOM,HSP BIH,9
kanton,208,POŠTOM,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,27
kanton,208,POŠTOM,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,2
kanton,208,POŠTOM,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,208,POŠTOM,HSP DR ANTE STARČEVIĆ BIH,7
kanton,208,POŠTOM,SOLDO TOMISLAV - NEOVISNI KANDIDAT,0
kanton,208,POŠTOM,ROSO VIKTOR - NEOVISNI KANDIDAT,0
kanton,208,POŠTOM,HERCEG STIPE - NEOVISNI KANDIDAT,0
kanton,208,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
kanton,208,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,10
kanton,208,ODUSTVO,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,208,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,46
kanton,208,ODUSTVO,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,208,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,29
kanton,208,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
kanton,208,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,208,ODUSTVO,HSP BIH,4
kanton,208,ODUSTVO,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,3
kanton,208,ODUSTVO,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,0
kanton,208,ODUSTVO,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,208,ODUSTVO,HSP DR ANTE STARČEVIĆ BIH,0
kanton,208,ODUSTVO,SOLDO TOMISLAV - NEOVISNI KANDIDAT,0
kanton,208,ODUSTVO,ROSO VIKTOR - NEOVISNI KANDIDAT,0
kanton,208,ODUSTVO,HERCEG STIPE - NEOVISNI KANDIDAT,0
kanton,208,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0
kanton,208,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,208,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,208,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,9
kanton,208,POTVRÐENI,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,208,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,2
kanton,208,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
kanton,208,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,208,POTVRÐENI,HSP BIH,4
kanton,208,POTVRÐENI,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,6
kanton,208,POTVRÐENI,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,0
kanton,208,POTVRÐENI,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,208,POTVRÐENI,HSP DR ANTE STARČEVIĆ BIH,0
kanton,208,POTVRÐENI,SOLDO TOMISLAV - NEOVISNI KANDIDAT,0
kanton,208,POTVRÐENI,ROSO VIKTOR - NEOVISNI KANDIDAT,0
kanton,208,POTVRÐENI,HERCEG STIPE - NEOVISNI KANDIDAT,0
kanton,207,POŠTOM,BPS - SEFER HALILOVIĆ,52
kanton,207,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,276
kanton,207,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,370
kanton,207,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,9
kanton,207,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,197
kanton,207,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,5
kanton,207,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
kanton,207,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,114
kanton,207,POŠTOM,STRANKA KOKUZA - SKOK,5
kanton,207,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,47
kanton,207,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,207,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
kanton,207,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,119
kanton,207,POŠTOM,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,207,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,8
kanton,207,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,11
kanton,207,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,207,POŠTOM,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0
kanton,207,POŠTOM,HSP BIH,6
kanton,207,POŠTOM,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,28
kanton,207,POŠTOM,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,1
kanton,207,POŠTOM,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,207,POŠTOM,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
kanton,207,POŠTOM,DRAGOJE SMILJAN - NEOVISNI KANDIDAT,0
kanton,207,ODUSTVO,BPS - SEFER HALILOVIĆ,14
kanton,207,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,31
kanton,207,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,81
kanton,207,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,5
kanton,207,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,109
kanton,207,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,87
kanton,207,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
kanton,207,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,48
kanton,207,ODUSTVO,STRANKA KOKUZA - SKOK,1
kanton,207,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,4
kanton,207,ODUSTVO,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
kanton,207,ODUSTVO,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,207,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,157
kanton,207,ODUSTVO,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,207,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,9
kanton,207,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,9
kanton,207,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
kanton,207,ODUSTVO,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,1
kanton,207,ODUSTVO,HSP BIH,11
kanton,207,ODUSTVO,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,56
kanton,207,ODUSTVO,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,2
kanton,207,ODUSTVO,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,207,ODUSTVO,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,1
kanton,207,ODUSTVO,DRAGOJE SMILJAN - NEOVISNI KANDIDAT,0
kanton,207,POTVRÐENI,BPS - SEFER HALILOVIĆ,0
kanton,207,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,1
kanton,207,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,1
kanton,207,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,0
kanton,207,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,1
kanton,207,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
kanton,207,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
kanton,207,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0
kanton,207,POTVRÐENI,STRANKA KOKUZA - SKOK,0
kanton,207,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
kanton,207,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,207,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,207,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,13
kanton,207,POTVRÐENI,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,207,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,0
kanton,207,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
kanton,207,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,0
kanton,207,POTVRÐENI,ZAVIČAJNI SOCIJALDEMOKRATI - MILE MARČETA,0
kanton,207,POTVRÐENI,HSP BIH,0
kanton,207,POTVRÐENI,HRVATSKA DEMOKRATSKA ZAJEDNICA 1990 - HDZ 1990,3
kanton,207,POTVRÐENI,HSP DR. ANTE STARČEVIĆ – PRAVAŠI 21 STOLJEĆA,0
kanton,207,POTVRÐENI,HRVATSKA DEMOKRATSKA UNIJA BIH,0
kanton,207,POTVRÐENI,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,0
kanton,207,POTVRÐENI,DRAGOJE SMILJAN - NEOVISNI KANDIDAT,0
kanton,206,POŠTOM,BPS - SEFER HALILOVIĆ,14
kanton,206,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,162
kanton,206,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,172
kanton,206,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,206,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,10
kanton,206,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,179
kanton,206,POŠTOM,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,0
kanton,206,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,1
kanton,206,POŠTOM,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
kanton,206,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,7
kanton,206,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,149
kanton,206,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,34
kanton,206,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
kanton,206,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,206,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,240
kanton,206,POŠTOM,HSS - NHI,31
kanton,206,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,70
kanton,206,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,4
kanton,206,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,4
kanton,206,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,2
kanton,206,POŠTOM,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,206,ODUSTVO,BPS - SEFER HALILOVIĆ,6
kanton,206,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,39
kanton,206,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,59
kanton,206,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,4
kanton,206,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
kanton,206,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,70
kanton,206,ODUSTVO,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,3
kanton,206,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,18
kanton,206,ODUSTVO,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
kanton,206,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
kanton,206,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,44
kanton,206,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,3
kanton,206,ODUSTVO,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
kanton,206,ODUSTVO,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,206,ODUSTVO,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,108
kanton,206,ODUSTVO,HSS - NHI,10
kanton,206,ODUSTVO,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,16
kanton,206,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,23
kanton,206,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,5
kanton,206,ODUSTVO,STRANKA ZA NAROD BOSNE I HERCEGOVINE,6
kanton,206,ODUSTVO,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,206,POTVRÐENI,BPS - SEFER HALILOVIĆ,0
kanton,206,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,2
kanton,206,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,5
kanton,206,POTVRÐENI,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,206,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
kanton,206,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,3
kanton,206,POTVRÐENI,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,0
kanton,206,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
kanton,206,POTVRÐENI,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
kanton,206,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,0
kanton,206,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,5
kanton,206,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0
kanton,206,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,206,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,206,POTVRÐENI,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,17
kanton,206,POTVRÐENI,HSS - NHI,1
kanton,206,POTVRÐENI,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,15
kanton,206,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,2
kanton,206,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
kanton,206,POTVRÐENI,STRANKA ZA NAROD BOSNE I HERCEGOVINE,1
kanton,206,POTVRÐENI,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,205,POŠTOM,BPS - SEFER HALILOVIĆ,9
kanton,205,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,35
kanton,205,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,52
kanton,205,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,1
kanton,205,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,24
kanton,205,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,16
kanton,205,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,2
kanton,205,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,23
kanton,205,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
kanton,205,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,1
kanton,205,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
kanton,205,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,102
kanton,205,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,1
kanton,205,POŠTOM,PARTIJA PRAVOG PUTA,2
kanton,205,POŠTOM,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,205,ODUSTVO,BPS - SEFER HALILOVIĆ,3
kanton,205,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,19
kanton,205,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,21
kanton,205,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,4
kanton,205,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,14
kanton,205,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,11
kanton,205,ODUSTVO,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,1
kanton,205,ODUSTVO,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,6
kanton,205,ODUSTVO,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,3
kanton,205,ODUSTVO,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,205,ODUSTVO,KOALICIJA PREOKRET: GDS BIH I NEP BIH,0
kanton,205,ODUSTVO,NARODNA STRANKA RADOM ZA BOLJITAK,8
kanton,205,ODUSTVO,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
kanton,205,ODUSTVO,PARTIJA PRAVOG PUTA,0
kanton,205,ODUSTVO,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,205,POTVRÐENI,BPS - SEFER HALILOVIĆ,12
kanton,205,POTVRÐENI,STRANKA ZA BOSNU I HERCEGOVINU,4
kanton,205,POTVRÐENI,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,17
kanton,205,POTVRÐENI,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,2
kanton,205,POTVRÐENI,SDA - STRANKA DEMOKRATSKE AKCIJE,15
kanton,205,POTVRÐENI,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,14
kanton,205,POTVRÐENI,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,3
kanton,205,POTVRÐENI,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,3
kanton,205,POTVRÐENI,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,1
kanton,205,POTVRÐENI,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,0
kanton,205,POTVRÐENI,KOALICIJA PREOKRET: GDS BIH I NEP BIH,2
kanton,205,POTVRÐENI,NARODNA STRANKA RADOM ZA BOLJITAK,16
kanton,205,POTVRÐENI,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,0
kanton,205,POTVRÐENI,PARTIJA PRAVOG PUTA,0
kanton,205,POTVRÐENI,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,204,POŠTOM,BPS - SEFER HALILOVIĆ,13
kanton,204,POŠTOM,STRANKA ZA BOSNU I HERCEGOVINU,121
kanton,204,POŠTOM,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,100
kanton,204,POŠTOM,DEMOKRATSKA STRANKA INVALIDA BIH,0
kanton,204,POŠTOM,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,12
kanton,204,POŠTOM,SDA - STRANKA DEMOKRATSKE AKCIJE,124
kanton,204,POŠTOM,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,0
kanton,204,POŠTOM,SDU BIH - SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,0
kanton,204,POŠTOM,STRANKA DEMOKRATSKE AKTIVNOSTI A-sda,16
kanton,204,POŠTOM,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,68
kanton,204,POŠTOM,STRANKA KOKUZA - SKOK,3
kanton,204,POŠTOM,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,18
kanton,204,POŠTOM,LIBERALNO DEMOKRATSKA STRANKA - EVROPSKA EKOLOŠKA STRANKA E-5,5
kanton,204,POŠTOM,KOALICIJA PREOKRET: GDS BIH I NEP BIH,1
kanton,204,POŠTOM,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,98
kanton,204,POŠTOM,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0
kanton,204,POŠTOM,HSS - NHI,6
kanton,204,POŠTOM,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,28
kanton,204,POŠTOM,NARODNA STRANKA RADOM ZA BOLJITAK,3
kanton,204,POŠTOM,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE,3
kanton,204,POŠTOM,STRANKA ZA NAROD BOSNE I HERCEGOVINE,11
kanton,204,POŠTOM,STRANKA UDRUŽENIH NEZAVISNIH DEMOKRATA BOSNE I HERCEGOVINE,2
kanton,204,POŠTOM,PARTIJA PRAVOG PUTA,4
kanton,204,POŠTOM,TVOJA I MOJA - TIM STRANKA U BIH,0
kanton,204,ODUSTVO,BPS - SEFER HALILOVIĆ,14
kanton,204,ODUSTVO,STRANKA ZA BOSNU I HERCEGOVINU,62
kanton,204,ODUSTVO,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,149
kanton,204,ODUSTVO,DEMOKRATSKA STRANKA INVALIDA BIH,4
kanton,204,ODUSTVO,BOSS - BOSANSKA STRANKA - MIRNES AJANOVIĆ,5
kanton,204,ODUSTVO,SDA - STRANKA DEMOKRATSKE AKCIJE,114
kanton,204,ODUSTVO,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,67
