Biračko mjesto:,municipality_ID,party,votes
034B028,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B028,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B028,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,28.0
034B028,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,70.0
034B028,034,NARODNA STRANKA RADOM ZA BOLJITAK,2.0
034B028,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,141.0
034B028,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,3.0
034B028,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,3.0
034B028,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B028,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,4.0
034B028,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,30.0
034B028,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0.0
034B028,034,СРПСКА НАПРЕДНА СТРАНКА,0.0
034B028,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,22.0
034B028,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0.0
034B028,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B028,034,HSS - NHI,0.0
034B028,034,STRANKA KOKUZA - SKOK,0.0
034B029,034,STRANKA ZA BOSNU I HERCEGOVINU,0.0
034B029,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,1.0
034B029,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,16.0
034B029,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,15.0
034B029,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,3.0
034B029,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B029,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B029,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,11.0
034B029,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,97.0
034B029,034,NARODNA STRANKA RADOM ZA BOLJITAK,1.0
034B029,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,201.0
034B029,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,3.0
034B029,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,1.0
034B029,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,2.0
034B029,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,2.0
034B029,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,6.0
034B029,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0.0
034B029,034,СРПСКА НАПРЕДНА СТРАНКА,6.0
034B029,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,9.0
034B029,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,3.0
034B029,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B029,034,HSS - NHI,0.0
034B029,034,STRANKA KOKUZA - SKOK,1.0
034B030,034,STRANKA ZA BOSNU I HERCEGOVINU,0.0
034B030,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,1.0
034B030,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,18.0
034B030,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,15.0
034B030,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B030,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B030,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B030,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,17.0
034B030,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,29.0
034B030,034,NARODNA STRANKA RADOM ZA BOLJITAK,0.0
034B030,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,192.0
034B030,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,14.0
034B030,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,0.0
034B030,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B030,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,0.0
034B030,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,18.0
034B030,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0.0
034B030,034,СРПСКА НАПРЕДНА СТРАНКА,0.0
034B030,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,56.0
034B030,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0.0
034B030,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B030,034,HSS - NHI,0.0
034B030,034,STRANKA KOKUZA - SKOK,0.0
034B031,034,STRANKA ZA BOSNU I HERCEGOVINU,0.0
034B031,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,5.0
034B031,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,8.0
034B031,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,27.0
034B031,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2.0
034B031,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B031,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B031,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,32.0
034B031,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,20.0
034B031,034,NARODNA STRANKA RADOM ZA BOLJITAK,4.0
034B031,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,181.0
034B031,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,8.0
034B031,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,10.0
034B031,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,1.0
034B031,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,11.0
034B031,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,14.0
034B031,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,1.0
034B031,034,СРПСКА НАПРЕДНА СТРАНКА,8.0
034B031,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,39.0
034B031,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,9.0
034B031,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B031,034,HSS - NHI,0.0
034B031,034,STRANKA KOKUZA - SKOK,2.0
034B032,034,STRANKA ZA BOSNU I HERCEGOVINU,10.0
034B032,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,5.0
034B032,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,0.0
034B032,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,20.0
034B032,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B032,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B032,034,SDA - STRANKA DEMOKRATSKE AKCIJE,2.0
034B032,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,39.0
034B032,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,32.0
034B032,034,NARODNA STRANKA RADOM ZA BOLJITAK,7.0
034B032,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,150.0
034B032,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,14.0
034B032,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,9.0
034B032,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,1.0
034B032,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,4.0
034B032,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,14.0
034B032,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,4.0
034B032,034,СРПСКА НАПРЕДНА СТРАНКА,14.0
034B032,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,31.0
034B032,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,13.0
034B032,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B032,034,HSS - NHI,0.0
034B032,034,STRANKA KOKUZA - SKOK,1.0
034B033,034,STRANKA ZA BOSNU I HERCEGOVINU,6.0
034B033,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,6.0
034B033,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,11.0
034B033,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,25.0
034B033,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2.0
034B033,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B033,034,SDA - STRANKA DEMOKRATSKE AKCIJE,4.0
034B033,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,36.0
034B033,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,13.0
034B033,034,NARODNA STRANKA RADOM ZA BOLJITAK,1.0
034B033,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,128.0
034B033,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,9.0
034B033,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,0.0
034B033,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,4.0
034B033,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,3.0
034B033,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,27.0
034B033,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,5.0
034B033,034,СРПСКА НАПРЕДНА СТРАНКА,7.0
034B033,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,44.0
034B033,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,6.0
034B033,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B033,034,HSS - NHI,1.0
034B033,034,STRANKA KOKUZA - SKOK,1.0
034B034,034,STRANKA ZA BOSNU I HERCEGOVINU,8.0
034B034,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,9.0
034B034,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,0.0
034B034,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,14.0
034B034,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,4.0
034B034,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,1.0
034B034,034,SDA - STRANKA DEMOKRATSKE AKCIJE,6.0
034B034,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,32.0
034B034,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,13.0
034B034,034,NARODNA STRANKA RADOM ZA BOLJITAK,4.0
034B034,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,126.0
034B034,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,6.0
034B034,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,2.0
034B034,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,1.0
034B034,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,15.0
034B034,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,11.0
034B034,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,4.0
034B034,034,СРПСКА НАПРЕДНА СТРАНКА,16.0
034B034,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,36.0
034B034,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,12.0
034B034,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,1.0
034B034,034,HSS - NHI,0.0
034B034,034,STRANKA KOKUZA - SKOK,0.0
034B035,034,STRANKA ZA BOSNU I HERCEGOVINU,2.0
034B035,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,11.0
034B035,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,4.0
034B035,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,21.0
034B035,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B035,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,2.0
034B035,034,SDA - STRANKA DEMOKRATSKE AKCIJE,6.0
034B035,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,38.0
034B035,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,12.0
034B035,034,NARODNA STRANKA RADOM ZA BOLJITAK,1.0
034B035,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,157.0
034B035,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,5.0
034B035,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,5.0
034B035,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,1.0
034B035,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,7.0
034B035,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,24.0
034B035,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,2.0
034B035,034,СРПСКА НАПРЕДНА СТРАНКА,5.0
034B035,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,34.0
034B035,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,13.0
034B035,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B035,034,HSS - NHI,1.0
034B035,034,STRANKA KOKUZA - SKOK,5.0
034B036,034,STRANKA ZA BOSNU I HERCEGOVINU,11.0
034B036,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,8.0
034B036,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,4.0
034B036,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,16.0
034B036,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B036,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B036,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B036,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,20.0
034B036,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,22.0
034B036,034,NARODNA STRANKA RADOM ZA BOLJITAK,2.0
034B036,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,106.0
034B036,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,2.0
034B036,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,0.0
034B036,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B036,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,3.0
034B036,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,9.0
034B036,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,3.0
034B036,034,СРПСКА НАПРЕДНА СТРАНКА,3.0
034B036,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,10.0
034B036,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,9.0
034B036,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B036,034,HSS - NHI,0.0
034B036,034,STRANKA KOKUZA - SKOK,1.0
034B037,034,STRANKA ZA BOSNU I HERCEGOVINU,5.0
034B037,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,7.0
034B037,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,1.0
034B037,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,15.0
034B037,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B037,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B037,034,SDA - STRANKA DEMOKRATSKE AKCIJE,1.0
034B037,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,44.0
034B037,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,17.0
034B037,034,NARODNA STRANKA RADOM ZA BOLJITAK,2.0
034B037,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,109.0
034B037,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,12.0
034B037,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,6.0
034B037,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B037,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,3.0
034B037,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,16.0
034B037,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,3.0
034B037,034,СРПСКА НАПРЕДНА СТРАНКА,5.0
034B037,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,42.0
034B037,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,10.0
034B037,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B037,034,HSS - NHI,0.0
034B037,034,STRANKA KOKUZA - SKOK,7.0
034B038,034,STRANKA ZA BOSNU I HERCEGOVINU,7.0
034B038,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,8.0
034B038,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,6.0
034B038,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,28.0
034B038,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,4.0
034B038,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B038,034,SDA - STRANKA DEMOKRATSKE AKCIJE,1.0
034B038,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,46.0
034B038,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,22.0
034B038,034,NARODNA STRANKA RADOM ZA BOLJITAK,1.0
034B038,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,134.0
034B038,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,6.0
034B038,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,6.0
034B038,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B038,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,3.0
034B038,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,15.0
034B038,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,8.0
034B038,034,СРПСКА НАПРЕДНА СТРАНКА,14.0
034B038,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,36.0
034B038,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,10.0
034B038,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,3.0
034B038,034,HSS - NHI,0.0
034B038,034,STRANKA KOKUZA - SKOK,1.0
034B039A,034,STRANKA ZA BOSNU I HERCEGOVINU,0.0
034B039A,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0.0
034B039A,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,2.0
034B039A,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,5.0
034B039A,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B039A,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B039A,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B039A,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,22.0
034B039A,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,45.0
034B039A,034,NARODNA STRANKA RADOM ZA BOLJITAK,0.0
034B039A,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,144.0
034B039A,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,1.0
034B039A,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,2.0
034B039A,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B039A,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,1.0
034B039A,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,7.0
034B039A,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0.0
034B039A,034,СРПСКА НАПРЕДНА СТРАНКА,7.0
034B039A,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,8.0
034B039A,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,0.0
034B039A,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B039A,034,HSS - NHI,0.0
034B039A,034,STRANKA KOKUZA - SKOK,0.0
034B039B,034,STRANKA ZA BOSNU I HERCEGOVINU,0.0
034B039B,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,0.0
034B039B,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,11.0
034B039B,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,13.0
034B039B,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,0.0
034B039B,034,DEMOKRATSKA  NARODNA ZAJEDNICA - DNZ BIH,0.0
034B039B,034,SDA - STRANKA DEMOKRATSKE AKCIJE,0.0
034B039B,034,ПДП - ПАРТИЈА ДЕМОКРАТСКОГ ПРОГРЕСА,39.0
034B039B,034,ДНС - ДЕМОКРАТСКИ НАРОДНИ САВЕЗ,72.0
034B039B,034,NARODNA STRANKA RADOM ZA BOLJITAK,0.0
034B039B,034,САВЕЗ НЕЗАВИСНИХ СОЦИЈАЛДЕМОКРАТА - СНСД - МИЛОРАД ДОДИК,215.0
034B039B,034,НАРОДНА ДЕМОКРАТСКА СТРАНКА,5.0
034B039B,034,СРПСКА РАДИКАЛНА СТРАНКА ДР ВОЈИСЛАВ ШЕШЕЉ,2.0
034B039B,034,ЕКОЛОШКА ПАРТИЈА РЕПУБЛИКЕ СРПСКЕ,0.0
034B039B,034,САВЕЗ ЗА ДЕМОКРАТСКУ СРПСКУ,20.0
034B039B,034,ДЕМОКРАТСКА ПАРТИЈА - ДРАГАН ЧАВИЋ,14.0
034B039B,034,SAVEZ ZA BOLJU BUDUĆNOST BIH - SBB BIH FAHRUDIN RADONČIĆ,0.0
034B039B,034,СРПСКА НАПРЕДНА СТРАНКА,3.0
034B039B,034,СОЦИЈАЛИСТИЧКА ПАРТИЈА И ПАРТИЈА УЈЕДИЊЕНИХ ПЕНЗИОНЕРА,7.0
034B039B,034,NAŠA STRANKA - NOVA SOCIJALISTIČKA PARTIJA ZDRAVKO KRSMANOVIĆ,5.0
034B039B,034,HRVATSKA KOALICIJA HDZ 1990 - HSP BIH,0.0
034B039B,034,HSS - NHI,0.0
034B039B,034,STRANKA KOKUZA - SKOK,0.0
034B040,034,STRANKA ZA BOSNU I HERCEGOVINU,12.0
034B040,034,SDP - SOCIJALDEMOKRATSKA PARTIJA BIH,2.0
034B040,034,СРПСКА РАДИКАЛНА СТРАНКА РЕПУБЛИКЕ СРПСКЕ,7.0
034B040,034,СДС - СРПСКА ДЕМОКРАТСКА СТРАНКА,43.0
034B040,034,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BOSNE I HERCEGOVINE,2.0
