701 PREDSJEDNIŠTVO BIH BOŠNJAČKI ČLAN / ПРЕДСЈЕДНИШТВО БИХ БОШЊАЧКИ ЧЛАН 
00001 BPS-SEFER HALILOVIĆ 
  HALILOVIĆ SEFER 
01182 SBB - FAHRUDIN RADONČIĆ 
  RADONČIĆ FAHRUDIN 
01190 STRANKA DIJASPORE BOSNE I HERCEGOVINE 
01190 STRANKA DIJASPORE BOSNE I HERCEGOVINE 
1  HASIĆ MIRZA 
01276 KOMUNISTIČKA PARTIJA 
1  HUSEINAGIĆ HARIS 
2  MIHAJLOVIĆ VESNA 
00008 SDP-SOCIJALDEMOKRATSKA PARTIJA BIH 
1  BEĆIROVIĆ DENIS 
2  MLADINA NADA 
3  VIDOVIĆ TOMO 
4  MUJČINOVIĆ SUADA 
5  ATIĆ ESAD 
6  KASUMOVIĆ VALERIJA 
7  KEŠETOVIĆ MIRZA 
8  MUFTIĆ EDHEM 
9  ELEZOVIĆ LEJLA 
10  MUSTAFIĆ FERHAT 
00036 BOSS - BOSANSKA STRANKA-MIRNES AJANOVIĆ 
1  BALIJAGIĆ FARUK 
2  MUJEZINOVIĆ SUHBIJA 
3  PRANJIĆ NIKO 
4  BAJRIĆ ALMIR 
5  HODŽIĆ ALDIJANA 
6  SALIHOVIĆ FIKRET 
00090 SDA - STRANKA DEMOKRATSKE AKCIJE 
1  FAZLIĆ AMIR 
2  KIŠIĆ ALMA 
3  RANČIĆ HAZIM 
4  HAJDAREVIĆ ALMA 
5  DEMIROVIĆ SAFER 
6  HASANOVIĆ SUAD 
7  ŠARAC SELMA 
8  GEGIĆ ENES 
9  BARAKOVIĆ DEVLA 
10  AVDIĆ GALIB 
01698 DEMOKRATSKA FRONTA-ŽELJKO KOMŠIĆ 
1  BEĆIROVIĆ DAMIR 
2  SIROTANOVIĆ AMIRA 
3  MORANJKIĆ DŽEMAL 
4  ĐAKOVIĆ LIDIJA 
5  PUŠONJIĆ VENSAN 
6  JUSIĆ AZRA 
7  MUJAČIĆ MUHDIN 
8  MEMIĆ ELDIN 
9  KESIĆ ALDINA 
10  PEŠTALIĆ MUHAMED 
00004 STRANKA ZA BOSNU I HERCEGOVINU 
1  IMAMOVIĆ BESIM 
2  SALIHBAŠIĆ ARNELA 
3  ARNAUTALIĆ EMIR 
4  KAPETANČIĆ ELMA 
5  SAKIĆ MIHAD 
6  HALILOVIĆ ISMETA 
7  NIŠIĆ ZIJAD 
8  NURKIĆ KEMAL 
9  MURATBEGOVIĆ ALMA 
10  TALETOVIĆ SEAD 
"01743 HDZ BIH, HSS, HKDU BIH, HSP DR.ANTE STARČEVIĆ, HSP HERCEG-BOSNE "
1  ŠIMIĆ MARIJAN 
2  MATIĆ LUCIJA 
3  VIDOVIĆ JOSIP 
4  JAKIĆ BILJANA 
5  VUČKOVIĆ MARJAN 
6  ŠAPINA RUŽICA 
7  UDOVIČIĆ MARIO 
8  MIKIĆ ANTO 
9  PAVLIĆ JADRANKA 
10  ŽIVKOVIĆ ANĐELKO 
00769 HDZ 1990 HRVATSKA DEMOKRATSKA ZAJEDNICA 
